Èíslo SR70;Tarifní název;Název 20;Zkratka;Km poloha;Kvalifikátor;;Stav-popis;DDR-popis;PO;OØ;Vlastník;Provozovatel;JTSK X;JTSK Y;GPS X;GPS Y
580217;Most nové nádraí odjezd;Most nové n. odjezd;-;2,027;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;Most nové n. pøíjezd;Most;Ústí nad Labem;Stát;SDC;-791529,954;-985801,611;"E13°37'49,463""";"N50°32'04,771"""
536771;Chlumèany u Loun;Chlumèany u Loun;CUL;92,91;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;Louny;Most;Ústí nad Labem;Stát;SDC;-779485,517;-1008961,623;"E13°50'44,020""";"N50°20'39,806"""
533992;Most;Most;MST;46,28;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-789971,074;-988636,109;"E13°39'28,849""";"N50°30'41,419"""
537795;atec;atec;ZAC;102,386;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-800055,084;-1006808,401;"E13°33'18,958""";"N50°20'11,636"""
549592;Bøezno u Postoloprt;Bøezno u Postoloprt;BPO;3,184;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-788068,07;-1006888,859;"E13°43'19,285""";"N50°21'05,973"""
549584;bod úvratì km 1,200;Bøezno u P. km 1.200;-;1,2;73;Odstup nezavìšeného postrku (na širé trati);Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-788919,569;-1005451,739;"E13°42'26,072""";"N50°21'47,977"""
549600;vl.v km 5,529;vl. v km 5,529;-;5,529;29;Odboèení vleèky;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-786083,787;-1007703,189;"E13°45'04,581""";"N50°20'49,234"""
549691;Høivice;Høivice;HRI;36,434;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;2.TK albrechtická;Most;Ústí nad Labem;Stát;SDC;-788918,916;-1014206,856;"E13°43'30,581""";"N50°17'07,627"""
549618;Vl.EP Louny-Bøezno;EP Louny-Bøezno;-;1,58;81;Samostatné kolejištì vleèky;Aktivní;-;Most;Ústí nad Labem;266/94SbÔ3;266/94SbÔ3;-784769;-1007032;"E13°46'05,461""";"N50°21'16,902"""
549493;Tvršice;Tvršice z;TVR;207,23;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-797040,42;-1006787,547;"E13°35'49,595""";"N50°20'26,698"""
549196;Lišany u atce;Lišany u atce;LIZ;211,399;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-793339,155;-1006730,428;"E13°38'54,342""";"N50°20'46,125"""
549097;Postoloprty;Postoloprty;PPR;214,991;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-790063,764;-1005605,707;"E13°41'29,935""";"N50°21'37,644"""
549295;Dolejší Hùrky;Dolejší Hùrky z;-;209,664;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-794947,005;-1007159,227;"E13°37'37,082""";"N50°20'24,762"""
540195;Jirkov zastávka;Jirkov zastávka z;-;59,65;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-805166,035;-989293,651;"E13°26'51,212""";"N50°29'07,671"""
549394;Touchovice u Loun;Touchovice u Loun z;-;38,361;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-788433,654;-1012437,22;"E13°43'41,827""";"N50°18'06,580"""
550095;Konìtopy;Konìtopy z;-;34,352;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-789098,987;-1016131,186;"E13°43'35,728""";"N50°16'05,157"""
537878;vl.v km 0,690;vl. v km 0,690;-;0,69;20;Odboèení ve stanici nebo v jiném DVM;Aktivní;atec;Most;Ústí nad Labem;Stát;SDC;-800389,844;-1005936,042;"E13°32'55,691""";"N50°20'37,959"""
537894;atec západ;atec západ;ZAC ZA;202,335;8;Kolejová skupina stanice nebo jiného DVM;Aktivní;atec;Most;Ústí nad Labem;Stát;SDC;-801460,309;-1006425,11;"E13°32'05,807""";"N50°20'17,177"""
537886;Vl.Prefa atec;Vleèka Prefa;-;1,683;81;Samostatné kolejištì vleèky;Aktivní;-;Most;Ústí nad Labem;266/94SbÔ3;266/94SbÔ3;-800373;-1005862;"E13°32'55,979""";"N50°20'40,410"""
549998;Solopysky;Solopysky z;-;31,546;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-787849,631;-1018180,414;"E13°44'53,179""";"N50°15'05,412"""
549899;Opoèno u Loun;Opoèno u Loun z;-;39,762;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-787867,521;-1011323,223;"E13°44'01,944""";"N50°18'44,919"""
549790;Jimlín;Jimlín z;-;41,827;61;Zastávka;Aktivní;-;Most;Ústí nad Labem;Stát;SDC;-786427,06;-1009945,933;"E13°45'03,873""";"N50°19'35,800"""
550194;Domoušice;Domoušice;DOM;26,654;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;2.TK albrechtická;Most;Ústí nad Labem;Stát;SDC;-789954,474;-1019957,856;"E13°43'21,119""";"N50°13'58,586"""
714782;Kvilda;Kvilda;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-819973,2;-1152096,1;"E13°34'46,065""";"N49°01'05,166"""
714840;Èerná v Pošumaví obec;Èerná v Pošum. obec;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-786004,6;-1188503,3;"E14°06'32,828""";"N48°44'17,143"""
714774;Strakonice, el.st.;Strakonice, el. st.;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-791833,995;-1129533,081;"E13°54'57,957""";"N49°15'20,033"""
714832;Èerná v Pošumaví, Plánièka;Èerná v P, Plánièka;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-784652,277;-1190553,04;"E14°07'52,407""";"N48°43'17,587"""
714949;Èerná v Pošumaví, Jestøábí, rozc.;Èerná v P. Jest. roz;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-786369,8;-1188347,5;"E14°06'14,062""";"N48°44'20,477"""
714964;Èerná v Pošumaví, Dolní Vltavice;Èerná vP,D. Vltavice;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-788890,225;-1192703,239;"E14°04'41,949""";"N48°41'49,413"""
714972;Kyselov;Kyselov;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-775919,044;-1199233,623;"E14°15'54,287""";"N48°39'18,680"""
714956;Èerná v Pošumaví, Windy Point;Èerná v P, Windy Poi;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-787221,263;-1189053,572;"E14°05'37,663""";"N48°43'53,976"""
714907;Vimperk, autobusové nádraí;Vimperk,aut.nádr.;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-804357;-1150147;"E13°47'12,648""";"N49°03'21,396"""
714915;Èkynì, autobusové nádraí;Èkynì, aut.nádr.;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-800616;-1144073;"E13°49'31,853""";"N49°06'53,437"""
714923;Volynì, námìstí;Volynì, nám.;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-795472;-1139047;"E13°53'07,361""";"N49°09'58,377"""
714758;Lipno nad Vltavou, Slupeèná, rozcestí;Lipno n.V.,Slup.rozc;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-779820,364;-1200140,678;"E14°12'51,686""";"N48°38'32,096"""
714584;Borová Lada;Borová Lada;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-814634,6;-1156036;"E13°39'34,345""";"N48°59'24,397"""
714568;Èeskı Krumlov, el.st.;Èeskı Krumlov, st.;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-769566,8;-1181372,8;"E14°19'01,596""";"N48°49'19,678"""
714642;Frymburk, tábor;Frymburk, tábor;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-783019,8;-1196511,9;"E14°09'52,194""";"N48°40'13,987"""
714634;Frymburk, Vøesná, rozcestí 0,6;Frymburk, rozcestí;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-783081,536;-1195382,804;"E14°09'41,499""";"N48°40'49,898"""
714485;Borová Lada, Zahrádky;Borová Lada,Zahrád.;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-813728,4;-1158184,6;"E13°40'33,881""";"N48°58'19,885"""
714477;Èeskı Krumlov, Svatá Trojice;È. Krumlov, Sv. Troj;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-768961,081;-1181657,677;"E14°19'32,928""";"N48°49'13,242"""
714550;Lipno nad Vltavou, pøístavištì;Lipno n.Vlt. pøíst;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-778987,5;-1200734,3;"E14°13'35,998""";"N48°38'16,811"""
714543;Frymburk;Frymburk;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-782805,8;-1197240,9;"E14°10'07,523""";"N48°39'51,588"""
714733;Vyšší Brod, Studánky;Vyšší Brod, Studánky;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-772451;-1206966;"E14°19'34,06 """;"N48°35'26,256"""
714725;Vyšší Brod, námìstí;Vyšší Brod, námìstí;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-773098;-1203610;"E14°18'40,245""";"N48°37'10,974"""
714741;Frymburk, Milná;Milná;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-783664,5;-1193729,6;"E14°09'01,984""";"N48°41'40,250"""
570770;PRAHA DB-BUS;PRAHA DB-BUS;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;Stát;SDC;-742062,162;-1043742,721;"E14°25'58,771""";"N50°04'54,771"""
714667;Lipno nad Vltavou, nástupištì ÈD;Lipno n.V.,nástup.ÈD;-;?;1;Stanice (z pøepravního hlediska blíe neurèená);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-777839,075;-1201354,237;"E14°14'35,743""";"N48°38'02,094"""
714659;Lipno nad Vltavou, lanovka;Lipno n.Vlt. lanovka;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-779403,8;-1200070,8;"E14°13'11,362""";"N48°38'36,209"""
714717;Vyšší Brod, eleznièní stanice;Vyšší Brod, el.st.;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-773250;-1203156;"E14°18'29,842""";"N48°37'24,852"""
714683;Kvilda, Františkov;Františkov;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-817338,8;-1154161,7;"E13°37'09,238""";"N49°00'11,579"""
718542;Kyselka;Kyselka;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-840687;-1008981;"E12°59'46,104""";"N50°15'42,871"""
799817;Generální øeditelství ÈD poštou;GØ ÈD poštou;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-741847;-1042519;"E14°26'01,111""";"N50°05'34,960"""
799809;Generální øeditelství ÈD;Gen. øed. ÈD;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-741788;-1042518;"E14°26'04,045""";"N50°05'35,253"""
799833;H-Team s. r. o.;H-Team s. r. o.;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-744657,8;-1051118,7;"E14°24'40,056""";"N50°00'46,799"""
799825;Weco Travel (CZ) s. r. o.;Weco Travel;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-740307;-1042890;"E14°27'20,413""";"N50°05'29,843"""
793620;ÈD centrum Jindøichùv Hradec;ÈD centr.Jindø.Hrad.;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-714770;-1151470;"E15°00'17,170""";"N49°09'15,208"""
792820;ÈD centrum Èeské Budìjovice;ÈD centrum È.Budìj.;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-754580;-1166760;"E14°29'32,586""";"N48°58'14,497"""
799049;ÈD centrum Pøíbram;ÈD centrum Pøíbram;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-778900;-1082900;"E14°00'03,950""";"N49°41'13,803"""
796227;ÈD centrum Tábor;ÈD centrum Tábor;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-735530;-1119620;"E14°39'52,474""";"N49°24'49,453"""
799908;OPT Olomouc;OPT Olomouc;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-545430;-1121380;"E17°16'28,897""";"N49°35'46,203"""
799957;PoMk;PoMk;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;SDC;-741792;-1042565;"E17°03'13,992""";"N49°41'37,728"""
799973;Centrální zákaznickı servis;Cent.zák.servis;CZS;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-741893,982;-1042640,109;"E14°25'59,599""";"N50°05'30,870"""
799981;ARES3;ARES3;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-741892,36;-1042624,656;"E14°25'59,574""";"N50°05'31,373"""
799924;Praha Masarykovo nádraí - vıbìrèí;Praha M. n. vıbìrèí;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-741680;-1043120;"E14°26'13,552""";"N50°05'16,424"""
799916;Generální øeditelství ÈD, a. s. - obchod;GØ ÈD - obchod;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-741728;-1042521;"E14°25'58,049""";"N50°05'29,730"""
799940;pokladny Helpdesk ISOP;pokl. Helpdesk ISOP;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;ÈD;266/94SbÔ3;-742096,487;-1043691,281;"E14°25'56,708""";"N50°04'56,270"""
799932;OIS Ostrava;OIS Ostrava;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-471325,482;-1099753,262;"E18°16'13,513""";"N49°51'04,342"""
764753;Svatava zastávka;Svatava zastávka z;-;3,153;61;Zastávka;Aktivní;-;Neurèenı;nezadaná;Stát;PDV;-869228,137;-1011681,746;"E12°36'25,539""";"N50°11'50,772"""
764654;Svatava;Svatava;SVA;1,638;3;Dopravna D3;Aktivní;-;Neurèenı;nezadaná;Stát;PDV;-868108,937;-1012684,528;"E12°37'29,342""";"N50°11'24,540"""
764951;Høebeny;Høebeny;-;7,812;3;Dopravna D3;Aktivní;Oloví;Neurèenı;nezadaná;Stát;PDV;-870641,029;-1008705,995;"E12°34'51,105""";"N50°13'18,497"""
764852;Luh nad Svatavou;Luh nad Svatavou z;-;6,36;61;Zastávka;Aktivní;-;Neurèenı;nezadaná;Stát;PDV;-870239,116;-1009217,369;"E12°35'15,262""";"N50°13'04,250"""
743732;Jindøiš zastávka;Jindøiš zast. z;-;6,073;61;Zastávka;Aktivní;-;Neurèenı;nezadaná;JHMD;JHMD;-710390,134;-1152967,263;"E15°04'01,007""";"N49°08'45,313"""
732776;Centrální dispeèerské pracovištì Plzeò;CDP Plzeò;-;?;5;Dispeèerské pracovištì pro DOZZ;Aktivní;-;Neurèenı;Plzeò;266/94SbÔ3;266/94SbÔ3;-822620;-1070340;"E13°22'33,251""";"N49°44'29,363"""
743922;Malı Ratmírov;Malı Ratmírov z;-;10,7;61;Zastávka;Aktivní;-;Neurèenı;nezadaná;JHMD;JHMD;-707164,932;-1154249,5;"E15°06'46,914""";"N49°08'17,452"""
743823;Blaejov;Blaejov;BLZ;8,563;3;Dopravna D3;Aktivní;Jindøichùv Hradec;Neurèenı;nezadaná;JHMD;JHMD;-708649,231;-1153865,613;"E15°05'31,864""";"N49°08'23,661"""
765057;Oloví;Oloví;OLO;12,655;3;Dopravna D3;Aktivní;-;Neurèenı;nezadaná;Stát;PDV;-871649,212;-1004829,905;"E12°33'29,418""";"N50°15'17,069"""
790220;ÈD travel Èeské Budìjovice;ÈD travel È.Budìjov.;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-756474,292;-1166676,453;"E14°27'59,747""";"N48°58'08,867"""
790154;ÈD travel Plzeò hl. n.;ÈD travel Plzeò hl.n;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-822238,343;-1070717,772;"E13°22'54,930""";"N49°44'19,128"""
792754;ÈD centrum Plzeò hlavní nádraí;ÈD centr.Plzeò hl.n.;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-821730;-1070280;"E13°23'16,752""";"N49°44'35,606"""
790352;ÈD centrum Cheb;ÈD centrum Cheb;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-887510;-1022520;"E12°22'45,407""";"N50°04'28,797"""
765255;Kraslice pøedmìstí;Kraslice pø. nz;-;21,087;52;Nákladištì a zastávka;Aktivní;-;Neurèenı;nezadaná;Stát;PDV;-873406,82;-998129,494;"E12°31'07,202""";"N50°18'41,924"""
765156;Rotava;Rotava;ROT;17,859;3;Dopravna D3;Aktivní;-;Neurèenı;nezadaná;Stát;PDV;-872669,527;-1001021,403;"E12°32'07,563""";"N50°17'13,404"""
765354;Kraslice;Kraslice;KSC;23,655;3;Dopravna D3;Aktivní;1.TK albrechtická;Neurèenı;nezadaná;Stát;PDV;-874209,186;-995845,742;"E12°30'08,507""";"N50°19'50,671"""
765347;Kraslice-Pod vlekem;Kraslice-P.vlekem z;-;24,769;61;Zastávka;Aktivní;-;Neurèenı;nezadaná;Stát;PDV;-874400,313;-994829,501;"E12°29'50,653""";"N50°20'22,128"""
714469;Èeskı Krumlov, Špièák;Èeskı Krumlov, Špiè.;-;?;65;Zastávka náhradní autobusové dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-769760;-1182128;"E14°18'57,311""";"N48°48'54,604"""
593962;ÈD centrum Kralupy nad Vltavou;ÈD centr.Kralupy n.V;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-748040;-1025460;"E14°18'54,272""";"N50°14'14,467"""
593533;ÈD centrum Lanškroun;ÈD centrum Lanškroun;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-590090;-1081470;"E16°36'03,906""";"N49°54'42,065"""
594002;ÈD travel Hradec Králové hl. n.;ÈD travel H. Králové;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-642392,597;-1041457,874;"E15°48'44,027""";"N50°12'58,010"""
593996;ÈD centrum Most;ÈD centrum Most;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-790300;-988490;"E13°39'11,248""";"N50°30'44,538"""
592121;ÈD centrum Liberec;ÈD centrum Liberec;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-688840;-974550;"E15°02'48,344""";"N50°45'42,091"""
592063;Praha Letištì PIS;Praha Letištì PIS;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;ÈD;ÈD;-744130,25;-1044118,88;"E14°24'18,299""";"N50°04'33,582"""
592667;ÈD travel Praha-V celnici;ÈD travel Praha Cel;PHA CE;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-742853,733;-1042616,764;"E14°25'11,602""";"N50°05'27,386"""
592568;ÈEDOK Praha;ÈEDOK Praha;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-742249,238;-1042695,449;"E14°25'42,271""";"N50°05'27,529"""
596593;ÈD centrum Dìèín hlavní nádraí;ÈD centrum Dìèín hl.;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-747790;-965240;"E14°12'03,664""";"N50°46'25,817"""
596130;ÈD centrum Pardubice hlavní nádraí;ÈD centrum Pardubice;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-648740;-1061220;"E15°45'24,419""";"N50°01'58,569"""
597260;ÈD travel Praha hl.n.;ÈD travel Praha hl.n;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-742214,08;-1043649,191;"E14°25'50,559""";"N50°04'57,101"""
597161;Intercontact Praha;Intercontact Praha;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-742954,482;-1042948,071;"E14°25'08,854""";"N50°05'16,317"""
595066;ÈD travel Kralupy nad Vltavou;ÈD travel Kralupy nV;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-747748,728;-1024840,1;"E14°19'04,524""";"N50°14'35,638"""
594143;ÈD centrum Kolín;ÈD centrum Kolín;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-687485,249;-1057350,763;"E15°12'48,463""";"N50°01'29,535"""
595264;Wasteels cesty Praha;Wasteels cesty Praha;-;?;66;Cestovní kanceláø (vydávající jízdní doklady ED);Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-742112,306;-1043527,5;"E14°25'54,797""";"N50°05'01,452"""
595165;ÈD centrum Kladno;ÈD centrum Kladno;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-763910;-1035470;"E14°06'52,232""";"N50°07'42,185"""
591792;ÈD centrum Ústí nad Labem hlavní nádraí;ÈD centr.Ústí n.L.hl;-;?;67;Zákaznická centra osobní dopravy;Aktivní;-;Neurèenı;nezadaná;266/94SbÔ3;266/94SbÔ3;-760320;-976110;"E14°02'48,940""";"N50°39'40,645"""
572503;Trutnov-Staré mìsto;Trutnov-Staré m. z;-;3,89;61;Zastávka;Aktivní;-;Neurèenı;Hradec Králové;Stát;PDV;-632582,682;-1000630,398;"E15°52'54,507""";"N50°35'27,447"""
572909;Trutnov-Zelená Louka;Trutnov-Zel. Louka z;-;2,65;61;Zastávka;Aktivní;-;Neurèenı;Hradec Králové;Stát;PDV;-632261,144;-1001806,308;"E15°53'17,727""";"N50°34'50,872"""
572305;Mladé Buky;Mladé Buky z;-;7,637;61;Zastávka;Aktivní;-;Neurèenı;Hradec Králové;Stát;PDV;-635233,283;-998515,693;"E15°50'28,066""";"N50°36'25,350"""
572404;Kalná Voda;Kalná Voda nz;KVO;5,25;52;Nákladištì a zastávka;Aktivní;-;Neurèenı;Hradec Králové;Stát;PDV;-633096,219;-999516,44;"E15°52'21,950""";"N50°36'01,302"""
